iter	Logloss
0	0.6747027903
1	0.6583959727
2	0.6450763949
3	0.632127573
4	0.6215798422
5	0.6121348917
6	0.6039259425
7	0.5962938828
8	0.5898613193
9	0.5832762056
10	0.5783690516
11	0.5723555177
12	0.5673929862
13	0.5634147297
14	0.559436853
15	0.5553111495
16	0.5521289425
17	0.5491329545
18	0.5464924552
19	0.543732109
20	0.5408934419
21	0.5382024382
22	0.5365659579
23	0.5342219667
24	0.5321368747
25	0.5301619408
26	0.5287905392
27	0.5275273012
28	0.5261753975
29	0.5245594493
30	0.5231004259
31	0.5215001852
32	0.5201952477
33	0.5190023337
34	0.5174879852
35	0.5164859779
36	0.5154196833
37	0.5145664105
38	0.5134749245
39	0.5124575967
40	0.5116248011
41	0.5105538812
42	0.5095229718
43	0.508757302
44	0.5079108252
45	0.5073195798
46	0.5064875816
47	0.5058875836
48	0.5050661218
49	0.5042675042
50	0.5036120989
51	0.502967108
52	0.5020943863
53	0.5013218503
54	0.500835649
55	0.5003801994
56	0.4998746718
57	0.499429151
58	0.4987709918
59	0.4981569347
60	0.4973078739
61	0.4969279356
62	0.4964703229
63	0.4959891391
64	0.4953905583
65	0.494897138
66	0.4943287849
67	0.4935239557
68	0.4931577109
69	0.4926100606
70	0.4920446395
71	0.4914289102
72	0.4908238459
73	0.4903669214
74	0.4900922916
75	0.4894485801
76	0.4890009402
77	0.4884038412
78	0.488154571
79	0.487695089
80	0.4873395722
81	0.4869230633
82	0.4865338018
83	0.4861709337
84	0.4854317437
85	0.4845761189
86	0.4843716183
87	0.4840104121
88	0.4835780987
89	0.483151858
90	0.4824539895
91	0.4820607053
92	0.481423962
93	0.48080227
94	0.4803223262
95	0.4797642402
96	0.4793004138
97	0.4789074104
98	0.4785967264
99	0.4781688508
100	0.477729887
101	0.4771025125
102	0.4764744381
103	0.4758099897
104	0.4753955317
105	0.4747505792
106	0.4742768839
107	0.4738914625
108	0.4736226736
109	0.4729697715
110	0.4725649891
111	0.4720248628
112	0.4716247723
113	0.4710183563
114	0.4706370149
115	0.4700493663
116	0.4695758578
117	0.4690906038
118	0.4687605278
119	0.4682125546
120	0.4678091296
121	0.467499706
122	0.4672985386
123	0.4666681705
124	0.4662548571
125	0.4658007694
126	0.465322757
127	0.4649741342
128	0.4646082241
129	0.4641413773
130	0.4636142742
131	0.4631608239
132	0.4629256732
133	0.4626194566
134	0.4620951117
135	0.461775295
136	0.4614625187
137	0.4609069299
138	0.4604035293
139	0.4599418284
140	0.4595038674
141	0.458957054
142	0.4587150459
143	0.4583096369
144	0.4580324287
145	0.4577985404
146	0.4570493296
147	0.456708014
148	0.4562694223
149	0.4556883773
150	0.4553731288
151	0.455005997
152	0.4545714972
153	0.4541627551
154	0.4537910621
155	0.4533783227
156	0.4530589809
157	0.4528194553
158	0.4523794605
159	0.4521599303
160	0.4517885276
161	0.4513432655
162	0.4508671058
163	0.4503625261
164	0.4500632837
165	0.4497701931
166	0.4494403175
167	0.4490319465
168	0.4486835563
169	0.4483079653
170	0.4480122912
171	0.4476147506
172	0.4471415901
173	0.4467856981
174	0.4462809567
175	0.4458671426
176	0.4454371063
177	0.4451284256
178	0.4446445512
179	0.4442479811
180	0.4439156115
181	0.4433604775
182	0.4426613217
183	0.4424063649
184	0.4418704264
185	0.4414960715
186	0.4410218816
187	0.4405744226
188	0.4399886867
189	0.4396307328
190	0.4391811179
191	0.4387775209
192	0.4383009863
193	0.4377318182
194	0.43743506
195	0.4368127128
196	0.4364026209
197	0.435962863
198	0.4356510154
199	0.4352688632
200	0.4348054188
201	0.4343733919
202	0.4338663132
203	0.4335051262
204	0.4331753083
205	0.4327248297
206	0.4322686951
207	0.4316242308
208	0.4311358925
209	0.4308436127
210	0.4303545835
211	0.429922295
212	0.4296016374
213	0.429172845
214	0.428683617
215	0.4284270471
216	0.428071317
217	0.4276527311
218	0.4272274252
219	0.4268860621
220	0.4262747952
221	0.4258942996
222	0.4258321407
223	0.4254109982
224	0.4248512286
225	0.4244685611
226	0.4239331331
227	0.4235842646
228	0.4233982708
229	0.4229648183
230	0.4226353406
231	0.4221776135
232	0.4217296249
233	0.4212833422
234	0.4206641435
235	0.4202812537
236	0.4199398108
237	0.4195708146
238	0.4190956616
239	0.4186760933
240	0.4181039644
241	0.4177264695
242	0.4172124996
243	0.4165721176
244	0.4164275453
245	0.4160276235
246	0.4154156549
247	0.4148289723
248	0.4144282886
249	0.413723454
250	0.4131170003
251	0.4127754375
252	0.4122648463
253	0.4116660716
254	0.4111424326
255	0.4107636622
256	0.4103363979
257	0.409960493
258	0.4097668018
259	0.4093495434
260	0.4089226346
261	0.4084135461
262	0.4080001293
263	0.4074844506
264	0.4069872612
265	0.4066729673
266	0.4062065608
267	0.4057780981
268	0.4053972379
269	0.4047849757
270	0.4041947163
271	0.4037052086
272	0.4031574555
273	0.4028467713
274	0.4022881155
275	0.4016875046
276	0.4013181775
277	0.401022717
278	0.4007395276
279	0.4004225387
280	0.399972319
281	0.399517686
282	0.3992281589
283	0.3986674548
284	0.3983119169
285	0.3980575857
286	0.3976663965
287	0.397175727
288	0.3967904658
289	0.3964009193
290	0.3959802214
291	0.3955222243
292	0.3949753325
293	0.3946927697
294	0.3943957345
295	0.3938033667
296	0.3933988143
297	0.3929639206
298	0.3925071948
299	0.3920579062
300	0.3915062589
301	0.3909721404
302	0.3906492117
303	0.3902530113
304	0.3898584738
305	0.3894272619
306	0.3890758097
307	0.3885589594
308	0.3880585603
309	0.3875975989
310	0.3871368049
311	0.3868376091
312	0.3863996115
313	0.3859525491
314	0.3856524111
315	0.3852173118
316	0.3848866408
317	0.3846604771
318	0.3842932852
319	0.3838133221
320	0.3834198278
321	0.3828474112
322	0.3824996203
323	0.3822931023
324	0.3819667682
325	0.381483812
326	0.3812706278
327	0.3808757107
328	0.3804364863
329	0.3799366111
330	0.3795916397
331	0.37892505
332	0.3785033885
333	0.3780893702
334	0.377733322
335	0.3771549852
336	0.3769058379
337	0.376589355
338	0.3762049928
339	0.3758140008
340	0.3753213447
341	0.3750460309
342	0.3746891888
343	0.3742920724
344	0.373980094
345	0.3738619154
346	0.3733651413
347	0.3728023137
348	0.3721846835
349	0.3716809715
350	0.371452055
351	0.3708302161
352	0.3704489865
353	0.3698938375
354	0.3695611739
355	0.3692029129
356	0.3689967102
357	0.3686412834
358	0.368059644
359	0.367753431
360	0.3673596542
361	0.3671211367
362	0.366518343
363	0.3660910862
364	0.365544989
365	0.3652049847
366	0.3650417071
367	0.3646376375
368	0.3642913992
369	0.3639757686
370	0.3638270684
371	0.3634248566
372	0.3630721088
373	0.3626604107
374	0.3623521658
375	0.3619569651
376	0.3615186873
377	0.3611433497
378	0.3611032086
379	0.3606002023
380	0.3600051068
381	0.3596802777
382	0.3593249129
383	0.3589308861
384	0.3586686844
385	0.3582049352
386	0.3579428618
387	0.3574647921
388	0.3572096587
389	0.3566304642
390	0.3563364064
391	0.3559814428
392	0.3555602705
393	0.3552781812
394	0.3549991782
395	0.354699485
396	0.3543408347
397	0.3539809943
398	0.3534108818
399	0.3531605186
400	0.3527823035
401	0.3524449671
402	0.3521174759
403	0.3518069751
404	0.3515175521
405	0.3512828527
406	0.3508803102
407	0.3504200931
408	0.350118378
409	0.3498083343
410	0.3495010436
411	0.349120457
412	0.3488038569
413	0.3484644175
414	0.3482770149
415	0.3478809236
416	0.3473735857
417	0.3468709525
418	0.3466324375
419	0.3462644937
420	0.3460679202
421	0.3456288417
422	0.3454351435
423	0.344993885
424	0.3448660972
425	0.3445939268
426	0.344209697
427	0.3437998525
428	0.3436302018
429	0.3433131424
430	0.3429294248
431	0.3424125341
432	0.3420542569
433	0.341725223
434	0.3414586134
435	0.3410576865
436	0.340634005
437	0.3402052069
438	0.3398657134
439	0.339398568
440	0.3390860548
441	0.3388331367
442	0.338612279
443	0.3384003762
444	0.3380953413
445	0.3377434871
446	0.3373919286
447	0.3372190513
448	0.3368841677
449	0.3367666774
450	0.3364477434
451	0.3360940031
452	0.3358910486
453	0.3356017311
454	0.3353320924
455	0.3351040351
456	0.3347899085
457	0.3346350656
458	0.3342155156
459	0.3337971422
460	0.3334064414
461	0.3330713534
462	0.3327008602
463	0.3324197285
464	0.3321059894
465	0.3317251564
466	0.3313803883
467	0.3311464519
468	0.3309499597
469	0.3307307941
470	0.3304943236
471	0.3303146548
472	0.3299891188
473	0.3297254908
474	0.3295232881
475	0.32918362
476	0.3288756109
477	0.3284435633
478	0.3281111379
479	0.3276920281
480	0.3274309095
481	0.3270418538
482	0.3268519266
483	0.3266346612
484	0.326259011
485	0.3258331443
486	0.3253902696
487	0.3251059075
488	0.3247446693
489	0.324400113
490	0.3240412615
491	0.3237699318
492	0.3234349404
493	0.3231528268
494	0.3226150478
495	0.3222545112
496	0.3220006583
497	0.32153719
498	0.3213305956
499	0.3210858979
500	0.3209314483
501	0.3205827455
502	0.3202994518
503	0.3198328339
504	0.3195520211
505	0.3191085811
506	0.3189455888
507	0.3185188937
508	0.3181256738
509	0.317688956
510	0.3173410142
511	0.3169638829
512	0.3166328458
513	0.3164552723
514	0.3161982215
515	0.3160370268
516	0.3156861548
517	0.3153606236
518	0.3150175843
519	0.3146982936
520	0.3144022395
521	0.3141036668
522	0.3139065332
523	0.3135977816
524	0.3133420131
525	0.3130333521
526	0.3126073444
527	0.3123305629
528	0.3120088826
529	0.3116067779
530	0.3113661736
531	0.3111241157
532	0.3107830028
533	0.3103899587
534	0.3101039798
535	0.3098407485
536	0.3094072544
537	0.3090991281
538	0.3087811324
539	0.3083988439
540	0.3081144735
541	0.3076349208
542	0.3072560006
543	0.3070240205
544	0.3066370439
545	0.3063799467
546	0.3060891968
547	0.3058766208
548	0.3054468597
549	0.3051473155
550	0.3048083161
551	0.3043692619
552	0.3041686066
553	0.3039671064
554	0.3037934562
555	0.3034618782
556	0.3032232584
557	0.3028782315
558	0.3026815881
559	0.3024933831
560	0.3021185561
561	0.3019257257
562	0.3015950841
563	0.3014427725
564	0.3011589713
565	0.3008666715
566	0.3005300825
567	0.300410903
568	0.3001987915
569	0.2999257508
570	0.2996619634
571	0.299300275
572	0.2989248351
573	0.2986432489
574	0.2983835498
575	0.2980449572
576	0.2979009082
577	0.2977720234
578	0.2974370407
579	0.2971076839
580	0.2968500969
581	0.2965491534
582	0.2962869634
583	0.2960004134
584	0.2957668331
585	0.2955328663
586	0.2952184594
587	0.2949672896
588	0.2948660321
589	0.2946737371
590	0.2943902117
591	0.2941358758
592	0.2939476607
593	0.2936977455
594	0.2933402496
595	0.2931407524
596	0.2929008943
597	0.2924950755
598	0.292200796
599	0.291920345
600	0.2915574457
601	0.2912541216
602	0.291063375
603	0.2907516311
604	0.2905576854
605	0.2902608202
606	0.2900741916
607	0.289747436
608	0.2894299867
609	0.2891362447
610	0.2887920445
611	0.2885751434
612	0.2882516016
613	0.2880043172
614	0.2877439165
615	0.2874257288
616	0.2872016604
617	0.2870617274
618	0.286853882
619	0.2866032254
620	0.286288065
621	0.2860529245
622	0.2857930524
623	0.2855461062
624	0.2853153152
625	0.2851070865
626	0.2848640963
627	0.284684101
628	0.2842731774
629	0.2838294722
630	0.2835479399
631	0.2832951638
632	0.2828465752
633	0.2825421341
634	0.2822769468
635	0.2821357805
636	0.2819996521
637	0.2818060372
638	0.2815735313
639	0.2811840686
640	0.2808267416
641	0.2806484753
642	0.2804265671
643	0.2801456101
644	0.2799287266
645	0.2797830652
646	0.279476957
647	0.2791991323
648	0.278882766
649	0.2787269483
650	0.2783450566
651	0.278244468
652	0.2779639557
653	0.2776996251
654	0.2776063989
655	0.2773686786
656	0.2771080929
657	0.2768488506
658	0.2765899145
659	0.2763580888
660	0.2760137066
661	0.2757212347
662	0.2754935395
663	0.2751075911
664	0.2748661085
665	0.2744235343
666	0.2741781482
667	0.2740255042
668	0.2738281931
669	0.2736981305
670	0.2735327193
671	0.2731643842
672	0.2728224845
673	0.2724389457
674	0.2722373314
675	0.2719376898
676	0.2716145009
677	0.2713236553
678	0.2710759303
679	0.270789059
680	0.2705223875
681	0.2702528562
682	0.269981245
683	0.2696919253
684	0.2695521164
685	0.2692685621
686	0.2690699983
687	0.2689454943
688	0.268684535
689	0.2683622007
690	0.2680896567
691	0.2678877304
692	0.2675505648
693	0.2673244522
694	0.2671531239
695	0.2669584393
696	0.2666431018
697	0.2663876654
698	0.2660134307
699	0.2657640154
700	0.2655566552
701	0.2653507344
702	0.2650795237
703	0.2648691144
704	0.264617151
705	0.2643892155
706	0.2640769034
707	0.2638487629
708	0.2635785947
709	0.2634964708
710	0.2632306105
711	0.2630057334
712	0.2626841468
713	0.2626420474
714	0.2624351612
715	0.2620562137
716	0.261785635
717	0.2614074803
718	0.2612307771
719	0.2609784028
720	0.2607075488
721	0.2604170295
722	0.2602014314
723	0.2599974714
724	0.2598511063
725	0.2595605619
726	0.2594196927
727	0.2591303092
728	0.2587622928
729	0.2585447628
730	0.2583071912
731	0.2580445787
732	0.2578873844
733	0.2575957181
734	0.2573564807
735	0.2571504198
736	0.2570348187
737	0.2568032028
738	0.2566446747
739	0.2562722382
740	0.2561797601
741	0.2560001097
742	0.2557935846
743	0.2556381569
744	0.2553820155
745	0.2550823544
746	0.2546701478
747	0.2545592091
748	0.2543493632
749	0.2539911422
750	0.253720772
751	0.253453785
752	0.2532486665
753	0.253048847
754	0.2529852337
755	0.252799493
756	0.2526522992
757	0.2523434547
758	0.2519716488
759	0.2517307946
760	0.2515733284
761	0.2513349254
762	0.2511289091
763	0.2508894678
764	0.2506783005
765	0.250436127
766	0.2501870701
767	0.2500211381
768	0.2497829828
769	0.2496840392
770	0.2494605095
771	0.2492115134
772	0.2489244167
773	0.2487640957
774	0.2485319229
775	0.2482414147
776	0.2479607526
777	0.2477191294
778	0.247387662
779	0.247182702
780	0.2470350948
781	0.2468362467
782	0.2466865269
783	0.2464953002
784	0.2461755195
785	0.2460044567
786	0.2458198713
787	0.2456010935
788	0.2453304762
789	0.2451520528
790	0.2450338753
791	0.2447008648
792	0.2444944927
793	0.2443426422
794	0.2440752899
795	0.2437392309
796	0.2433971295
797	0.2432370637
798	0.243154061
