iter	Logloss
0	0.6779412754
1	0.6636940731
2	0.6507178181
3	0.6391857607
4	0.6275202498
5	0.617538337
6	0.6080126774
7	0.5988519605
8	0.5914141638
9	0.5846942964
10	0.5785014755
11	0.5723254483
12	0.5667452785
13	0.5619023661
14	0.5581428164
15	0.553963338
16	0.5513162231
17	0.5481996046
18	0.5454225639
19	0.5424289128
20	0.5397144427
21	0.5376074645
22	0.5356525466
23	0.5332127235
24	0.5311195259
25	0.529230472
26	0.5276207837
27	0.52616278
28	0.5244899312
29	0.5230940021
30	0.5216964236
31	0.5201454913
32	0.5190361815
33	0.5180432588
34	0.5167828341
35	0.515372528
36	0.5143493368
37	0.5133912985
38	0.5125032799
39	0.5114517401
40	0.5106172288
41	0.5098694425
42	0.5086396013
43	0.5077338896
44	0.5069360306
45	0.5059051851
46	0.5049521414
47	0.5040144871
48	0.5032890956
49	0.502552238
50	0.5017145185
51	0.5010813786
52	0.5005896979
53	0.4997835463
54	0.4991556556
55	0.4983167235
56	0.497851938
57	0.4971713103
58	0.496398727
59	0.4957165338
60	0.4949659435
61	0.4943294025
62	0.4937288336
63	0.4929263853
64	0.4924996564
65	0.4921402727
66	0.4913698784
67	0.4907820774
68	0.4901950919
69	0.4896274529
70	0.4891575935
71	0.4886340331
72	0.4880737366
73	0.4875494959
74	0.4869477648
75	0.4864511761
76	0.4860672968
77	0.4855320574
78	0.4848941499
79	0.4843471508
80	0.4837945748
81	0.4832772303
82	0.4829062487
83	0.4823540343
84	0.4819573806
85	0.4814125174
86	0.4808988076
87	0.4805232133
88	0.4801744195
89	0.4798583095
90	0.4794667579
91	0.478965877
92	0.4784472215
93	0.4780452402
94	0.4776223553
95	0.4771316977
96	0.4767676144
97	0.476356751
98	0.4758197494
99	0.4753448299
100	0.4749460327
101	0.4742538676
102	0.4736995287
103	0.4734765048
104	0.4729554231
105	0.4724389594
106	0.4720074143
107	0.4713882002
108	0.471056204
109	0.4706830525
110	0.4701803924
111	0.4698053048
112	0.4694511159
113	0.4692011655
114	0.4685490421
115	0.468200887
116	0.4677738453
117	0.4672152785
118	0.4666898574
119	0.4662839453
120	0.4660149898
121	0.4655574274
122	0.4652023975
123	0.465006858
124	0.4643003289
125	0.4640207092
126	0.4636311903
127	0.4631296664
128	0.4627681338
129	0.4622537256
130	0.4618106155
131	0.4613387511
132	0.4610251151
133	0.4606863683
134	0.4600034243
135	0.4596184727
136	0.4592589824
137	0.4586182176
138	0.4580623478
139	0.4575454563
140	0.4571564842
141	0.4567975537
142	0.4563543784
143	0.4558694123
144	0.4554207733
145	0.4548548914
146	0.454375659
147	0.4541375428
148	0.4535812348
149	0.4531265833
150	0.4526449264
151	0.452248332
152	0.4517935583
153	0.451500234
154	0.4511157028
155	0.450678185
156	0.4502445656
157	0.4498040389
158	0.4494845271
159	0.4491836392
160	0.4486309896
161	0.4481741414
162	0.4477433685
163	0.447088752
164	0.446855402
165	0.4463463812
166	0.4457187929
167	0.4453754347
168	0.4451368752
169	0.4446206309
170	0.4441797682
171	0.4436805459
172	0.4434146714
173	0.4429536788
174	0.442693698
175	0.4422794983
176	0.4417696684
177	0.4413844805
178	0.4409921738
179	0.4406164657
180	0.4402669796
181	0.4398769565
182	0.4391609787
183	0.4387510491
184	0.4384022343
185	0.4379879803
186	0.4374911057
187	0.4369506725
188	0.4365713462
189	0.4363664038
190	0.435915552
191	0.4353836748
192	0.435003037
193	0.4342929809
194	0.4337801333
195	0.433397686
196	0.4329248711
197	0.4325460866
198	0.4320006287
199	0.4314781366
200	0.4311439709
201	0.4307019608
202	0.4301091249
203	0.4297046713
204	0.4291624734
205	0.4286588603
206	0.4281894914
207	0.4277289241
208	0.4271687853
209	0.4264945222
210	0.4259638007
211	0.4255273067
212	0.4249776449
213	0.4241405338
214	0.423955918
215	0.4232618014
216	0.4228495097
217	0.4223546801
218	0.4217842912
219	0.4212966334
220	0.4206260261
221	0.4200702908
222	0.4197351022
223	0.4189364342
224	0.4185045128
225	0.4179721037
226	0.4174901761
227	0.4168830967
228	0.4164621375
229	0.4158112922
230	0.4152439612
231	0.4147814049
232	0.4141167672
233	0.4138687541
234	0.4133028247
235	0.412982425
236	0.4124959963
237	0.4120889687
238	0.4116101308
239	0.4109593189
240	0.4105945844
241	0.4099837411
242	0.4096786848
243	0.4091944439
244	0.4086041656
245	0.4081255286
246	0.4076252768
247	0.4071513132
248	0.4065990802
249	0.4058083787
250	0.4053568747
251	0.4047801716
252	0.4044068939
253	0.4039533127
254	0.4034555223
255	0.4028160178
256	0.4025932273
257	0.4020467732
258	0.4016009199
259	0.4009645116
260	0.4005142695
261	0.4001395561
262	0.39959953
263	0.3990438741
264	0.3984828346
265	0.3979874912
266	0.3973420477
267	0.3971748244
268	0.3967651086
269	0.3963382127
270	0.3957873001
271	0.3953107478
272	0.3949862351
273	0.3945581508
274	0.3942493964
275	0.3937987493
276	0.3933505845
277	0.3929727677
278	0.3924893203
279	0.3920874644
280	0.3915368051
281	0.3910610828
282	0.3904871995
283	0.3900559023
284	0.3894578246
285	0.3892371256
286	0.3887930827
287	0.3882538871
288	0.3877829439
289	0.3875233149
290	0.3869530984
291	0.3868239191
292	0.3864668857
293	0.385902812
294	0.3856317664
295	0.3853048287
296	0.3850523463
297	0.3844888549
298	0.3839958541
299	0.3834497495
300	0.3830067281
301	0.3824721257
